subject_id,subject_language,survey_time,chrome,firefox,IE,safari,opera,other,don't know,headphones ,speakers,earbuds,very bad,bad,normal,good,very good,distractions_yes,distractions_no,wireless,wired,very_slowly,slowly,tolerably_so,pretty_fast,no_loading_time,satisfaction
X_SUPZNARGBH,English,0:36.7,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0
X_GODNFULZPC,English,0:39.9,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
X_PGBCYQEJXZ,English,0:14.6,0,1,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
X_KGBTLSJNEX,English,0:24.6,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,71.0
X_TWFDAIXSVE,English,0:23.3,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
X_ZPXGQMIJSL,English,0:28.1,1,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0
X_OYEISUBJAT,English,0:39.8,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,79.0
X_MCIKVYROLX,English,0:17.1,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
X_LIGNDBAZKF,English,0:40.1,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,97.0
X_HSMZVPQCYD,English,0:24.5,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,87.0
X_JBNXTGRPMK,English,0:29.4,1,0,0,0,0,0,0,0,1.0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0
X_CAUDGVNLZH,English,0:22.1,1,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,86.0
X_SJBPTLXMUG,English,0:21.7,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0
X_WSEKLNYHZU,English,0:31.0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,84.0
X_ETBFMXUWRV,English,0:18.8,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0
X_LEZVMDHAPX,English,0:28.0,1,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0
X_GVWILCAOYJ,English,0:24.3,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,91.0
X_QIEZNXYHGF,English,0:30.7,1,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
X_APZNRMYLBU,English,0:28.2,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0
X_HLJETNWOIQ,English,0:50.7,1,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,89.0
X_AERVFQNHMC,English,0:30.1,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0
X_HLGTEUAZKX,English,0:31.9,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0
X_MCVPJYEHAD,English,0:27.2,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,95.0
X_KHIOURSXNE,English,0:21.3,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,97.0
X_EFYUHBGNCM,English,0:29.2,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0
X_KNEPLTMIUA,English,0:26.0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,94.0
X_ZUASMBHEVK,English,0:38.8,1,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,93.0
X_IBQAMVJCEK,English,0:31.9,1,0,0,0,0,0,0,0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0
X_VRQALIDKBF,English,0:17.6,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0
X_CRQJFVDEYP,English,0:35.7,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
X_DPYCVKOZHI,English,0:37.2,1,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
X_SRBMOHPKZV,English,0:18.8,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0
X_KTYCXZLRAU,English,0:29.8,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0
X_AMVTXGHJCS,English,0:33.9,1,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,92.0
X_LWRFEZKSIP,French,0:31.1,0,1,0,0,0,0,0,0,1.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,83.0
X_LFBDGTNCEI,French,0:43.2,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
X_EKDTUSQNZF,French,0:37.7,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0
X_QXFNZMGORK,French,1:4.4,1,0,0,0,0,0,0,1,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0
X_RXQENPWTFL,French,0:34.8,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0
X_TFPXYOIHZC,French,0:41.6,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0
X_EHPZXVRUJF,French,0:30.4,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0
X_ATISXNWBLH,French,0:27.3,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0
X_DLCWZINFQU,French,0:31.2,0,0,1,0,0,0,0,1,0.0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0
X_MPLNBQRKCZ,French,0:35.3,1,0,0,0,0,0,0,0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0
X_GBRUANVKHI,French,0:29.0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
X_AMPVXYKCEU,French,1:16.8,1,0,0,0,0,0,0,1,0.0,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0
X_MLKUSFJCEH,French,0:32.5,1,0,0,0,0,0,0,1,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0
X_EPYQVOJDNZ,French,0:29.4,0,1,0,0,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,79.0
X_UBAVSZQJWY,French,0:36.3,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0
X_ALOHNSBMRC,French,0:35.1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,73.0
X_CUFMEDXPSL,French,0:31.5,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
X_ICGBEKTJVX,French,0:28.3,0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
X_XPIUQJLNWV,French,0:28.7,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,75.0
X_HRSVDMWPJL,French,0:16.6,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0
X_RBTCZPQHFV,French,0:41.9,1,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,89.0
X_MSBZYRLHWG,French,0:13.3,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,82.0
X_EOFAUIKGWV,French,0:24.1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,83.0
X_IMHJBCKUZR,French,0:28.3,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,88.0
